"Family","Count"
"cyclopterinidae",5
"doradidae",5
"gasteropelecidae",5
"heteropterygidae",5
"hypopomidae",5
"lottiidae",5
"mastacembelidae",5
"neoceratiidae",5
"neosebastidae",5
"odacidae",5
"odontaspididae",5
"oplegnathidae",5
"potamotrygonidae",5
"pristidae",5
"psettodidae",5
"triacanthodidae",5
"zenarchopteridae",5
"arripidae",4
"barbourisiidae",4
"cetopsidae",4
"cetorhinidae",4
"congiopodidae",4
"distichodontidae",4
"gonorynchidae",4
"hemiscylliidae",4
"heptapteridae",4
"hoplichthyidae",4
"lebiasinidae",4
"loricariidae",4
"mochokidae",4
"narkidae",4
"normanichthyidae",4
"percichthyidae",4
"pseudocarchariidae",4
"rachycentridae",4
"rhamphichthyidae",4
"samaridae",4
"serrasalmidae",4
"adrianichthyidae",3
"amphiliidae",3
"aphyonidae",3
"auchenipteridae",3
"balitoridae",3
"bedotiidae",3
"berycidae",3
"cottocomephoridae",3
"creediidae",3
"emmelichthyidae",3
"enoplosidae",3
"gymnarchidae",3
"hypoptychidae",3
"latimeriidae",3
"malacosteidae",3
"megalopidae",3
"nileidae",3
"parazenidae",3
"percopsidae",3
"profundulidae",3
"stromateoidei",3
"zenionidae",3
"abyssocottidae",2
"acestrorhynchidae",2
"amblyopsidae",2
"anabantidae",2
"aplocheilidae",2
"bagridae",2
"centrophoridae",2
"ceratioidei",2
"chirocentridae",2
"claroteidae",2
"comephoridae",2
"diceratiidae",2
"dinopercidae",2
"drepaneidae",2
"erythrinidae",2
"eucnemidae",2
"hemiodontidae",2
"hiodontidae",2
"inermiidae",2
"latridae",2
"lepidosirenidae",2
"leptoscopidae",2
"megachasmidae",2
"melanotaeniidae",2
"mitsukurinidae",2
"pantodontidae",2
"plecoglossidae",2
"polycentridae",2
"pristiophoridae",2
"rhinochimaeridae",2
"salangidae",2
"scatophagidae",2
"scytalinidae",2
"trachinidae",2
"triacanthidae",2
"trichonotidae",2
"veliferidae",2
"amblycipitidae",1
"anablepidae",1
"anacanthobatidae",1
"anostomidae",1
"aphredoderidae",1
"aracanidae",1
"argentinoidei",1
"artedidraconidae",1
"aspredinidae",1
"banjosidae",1
"brachaeluridae",1
"chacidae",1
"cheimarrichthyidae",1
"chlamydoselachidae",1
"ctenoluciidae",1
"curimatidae",1
"cynodontidae",1
"cyttidae",1
"datnioididae",1
"denticipitidae",1
"dinolestidae",1
"dolichopodidae",1
"elassomatidae",1
"eleginopsidae",1
"erethistidae",1
"gibberichthyidae",1
"glaucosomatidae",1
"gyalectaceae",1
"gyrinocheilidae",1
"hapalogenyidae",1
