"dwc.preparations","freq"
"whole organism (ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"whole organism (ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol); whole organism (ethanol)",1
"whole organism (formalin-fixed, 70% ethanol); tissue (DMSO/EDTA)",1
"whole organism (formalin-fixed, 70% ethanol); tissue (DMSO/EDTA); tissue (DMSO/EDTA)",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol) sample",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol) sample",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample; fin (alcohol) sample",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (formalin-fixed); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol) sample",1
"whole organism (formalin-fixed); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); fin (alcohol); fin (alcohol); whole organism (formalin-fixed); fin (alcohol); whole organism (formalin-fixed); whole organism (formalin-fixed)",1
"whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen) sample",1
"whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen) sample; muscle (frozen) sample",1
"whole organism (formalin-fixed); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen); muscle (frozen)",1
"whole organism (formalin-fixed); tissue (95% ethanol) sample",1
"whole organism (formalin-fixed); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol) sample",1
"whole organism (formalin-fixed); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"whole organism (formalin-fixed); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"whole organism (formalin-fixed); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol); tissue (95% ethanol)",1
"whole organism (formalin-fixed); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen); unknown (frozen) sample",1
"whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed)",1
"whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed); whole organism (formalin-fixed)",1
"whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (isopropanol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol); fin (alcohol)",1
"whole organism (isopropanol); whole organism (isopropanol)",1
"whole organism; whole organism sample",1
